mpirun -np 4  ./hybrid
READY
ID: 500000 	 DISTANCE: 693.112
ID: 500001 	 DISTANCE: 704.618
ID: 500002 	 DISTANCE: 691.293
ID: 500003 	 DISTANCE: 688.746
ID: 500004 	 DISTANCE: 709.985
ID: 500005 	 DISTANCE: 695.877
ID: 500006 	 DISTANCE: 696.693
ID: 500007 	 DISTANCE: 704.764
ID: 500008 	 DISTANCE: 698.465
ID: 500009 	 DISTANCE: 699.083
DONE
